vet_name,specialty,rating,num_rating,sign_in_time
vet_afe34615863846c7b17b34cd4f22af3f,exotic,1.3,135,2024-05-22 17:43:30.273
vet_b01f6ca5f4284026889c4e737b37a37e,"reptile, pet, aquatic",3.8,81,2024-06-02 16:45:39.381
vet_b0725cd6974541e685275f08c6efc1cd,"exotic, pet",3.7,51,2024-05-13 20:09:32.218
vet_b0d416c70207497bad11cf167cec8584,"exotic, bird",4.9,66,2024-05-01 08:10:02.386
vet_b0e905e164aa4731b14a18b5652081e8,"aquatic, cattle, exotic, bird, pet, reptile",3.3,100,2024-06-09 14:52:20.509
vet_b0ed89e5ff3a43b582b9907cc66080a3,"reptile, pet, aquatic, bird, exotic, cattle",2.6,51,2024-05-26 08:57:00.696
vet_b0f025cf655f461ca0f48bf8287b5ba6,"exotic, bird",4.5,178,2024-06-20 06:36:10.806
vet_b142670db2284a34a87651bf257096b7,"reptile, pet, cattle, bird, aquatic, exotic",4.7,156,2024-06-16 11:05:31.788
vet_b1b06881a168433c984d192ab78bdd18,"exotic, aquatic",4.4,64,2024-05-25 07:23:50.900
vet_b1f269153bc34b7bba17a3501fe87752,"reptile, pet, bird",4.8,147,2024-05-08 12:34:39.622
vet_b2a8fab604aa4aeebc789bd902704c84,"reptile, pet, bird, exotic",3.3,159,2024-06-18 00:22:38.58
vet_b36b3d3ca7504cb092d4f8858a8bded9,"pet, cattle, aquatic, bird, exotic",2.5,36,2024-06-16 16:21:28.651
vet_b3e76b07974c40a49c67e5fac571dbfc,"cattle, exotic, bird",2.5,194,2024-05-25 02:03:06.802
vet_b4114e413d3a44a0a2ef5b4c69b66c2e,aquatic,3.9,9,2024-05-01 00:21:51.439
vet_b4768df9d6694c15b3199b3c46be8b69,"reptile, exotic, aquatic, cattle, pet",4.7,139,2024-05-01 16:36:04.583
vet_b4b1f082218d48e196b2642afafc2b0d,"exotic, reptile",2.2,113,2024-05-24 23:45:53.775
vet_b4c7dc64a18647aaabd4156b405d3480,"exotic, reptile",2.7,179,2024-06-17 05:44:13.346
vet_b50023d4096e4a9f8075213c4ce97dd6,"aquatic, exotic, reptile, pet",1.5,27,2024-06-07 21:26:10.935
vet_b530116a74fa4c56908d71a53ce225c6,reptile,4.2,129,2024-06-20 01:24:02.392
vet_b5a3b6c7c9544ccc87061bf13f302f34,"reptile, pet, bird, exotic",1.6,67,2024-05-07 16:12:40.442
vet_b5b88db894634792854650e1527c0b90,"reptile, pet, bird, exotic, cattle",4.1,140,2024-05-20 00:01:39.645
vet_b5f39c2fbfdb449daa3d8736e83f6d55,"exotic, reptile",2.1,65,2024-06-18 16:22:05.114
vet_b5f3ed00ca1244a99dd229b21e9aac88,exotic,2.7,178,2024-05-15 20:49:31.871
vet_b5f449337c06435385b7b929a1abc205,"pet, aquatic, cattle, reptile",1.7,134,2024-06-12 03:24:18.412
vet_b64f6babcf73421eb074ad45e4fdc8eb,"exotic, aquatic, bird, pet",3.4,10,2024-06-03 19:52:48.391
vet_b686ff3cbdf0442b886a874ca746389d,"bird, pet, reptile, exotic",2.3,158,2024-05-06 06:13:25.759
vet_b6c9b2b84f4e41cc82d33f26c03bfede,"cattle, aquatic, exotic, bird, pet",4.1,64,2024-06-12 03:12:41.159
vet_b81cd407c0984a05ad43e8b49e9744f6,"bird, exotic, cattle, pet, reptile",1.2,64,2024-06-16 05:54:55.737
vet_b82c6b034ac94622a5aa7a08e31f4ca0,"exotic, aquatic",3.7,41,2024-05-05 23:33:11.828
vet_b858bab550e44fd5a72f6815d9cfb998,"reptile, pet",3.3,2,2024-06-20 10:00:45.16
vet_b888089168ff4721b91227d077a43e99,"reptile, exotic, pet, cattle, bird",3.3,17,2024-05-27 20:05:31.222
vet_b8917332831a4900a0da16af87c5e388,"exotic, pet, reptile, aquatic, bird, cattle",4.3,41,2024-06-08 16:42:03.487
vet_b8edfd12b72a4b508cb0821879cce092,"reptile, aquatic",1.4,34,2024-05-01 03:03:14.134
vet_b932916334454b76b68bb09ee6397a37,"pet, bird, exotic, cattle",2.3,149,2024-05-08 01:05:04.275
vet_b945f29f6cd248a9802e5746b0f4f57d,"exotic, bird",1.3,46,2024-06-11 04:38:29.90
vet_b9b4d5f7925e472a99ff0f332051c943,"exotic, bird, pet, cattle, aquatic",3.0,160,2024-05-08 01:21:25.761
vet_b9efb58b6f6c49aa81135bb1a81fe586,"exotic, bird, aquatic, cattle",5.0,73,2024-05-02 22:56:14.483
vet_ba52aa81d4554b1bbeb891a1c3834229,"exotic, reptile, bird, cattle",3.0,32,2024-05-09 12:17:27.393
vet_ba8c92ae7e6f4823987e137b3ef87670,reptile,2.2,131,2024-05-19 06:47:08.257
vet_bad776e3991a4671a286865e3d14f21b,exotic,3.5,120,2024-05-13 14:33:59.400
vet_bad8036ab3ec4eec87ca4e89c86bcca4,"aquatic, reptile, cattle",4.3,154,2024-05-20 08:28:50.668
vet_bae1654beadd41c597185b4595e99e35,reptile,4.1,170,2024-05-31 20:33:56.502
vet_bae633ae973647ef915da2b53fcf796a,exotic,4.8,44,2024-06-01 11:33:03.323
vet_bb663b12493b47108ceb8b4c28c4c29d,reptile,4.7,188,2024-06-02 23:00:33.353
vet_bb734aaa2ebe440ba03c61ed00b8de8c,"exotic, bird",2.2,184,2024-06-02 02:25:09.972
vet_bbae670673c64929a6fb2b5a22ed885c,"exotic, bird",2.5,2,2024-06-02 06:40:07.129
vet_bbc6472265e145b39714a60fe5018ffc,"reptile, pet, cattle, exotic",2.0,46,2024-05-12 22:42:17.447
vet_bbf3ac4eb5a74504a0ec562d8f603189,"aquatic, reptile, pet, bird, exotic, cattle",1.0,170,2024-05-07 22:02:45.898
vet_bbfa792d03264273a5bb5ab687ae7988,"cattle, aquatic, exotic, bird, pet, reptile",4.1,161,2024-06-11 20:01:17.432
vet_bc13e838944b44f798c09e2c5e52eb07,pet,4.3,38,2024-06-06 14:49:51.116
vet_bc1978d1bee543db868005d3c84e4b6f,reptile,3.9,159,2024-05-01 11:34:17.339
vet_bc4988e175f340188f17d63ce92364a1,"reptile, pet, cattle",4.5,93,2024-05-17 11:00:00.925
vet_bc9a60ed5d614136881df41253dca7e9,"aquatic, cattle, reptile, pet",1.3,60,2024-06-16 05:36:07.677
vet_bc9c65648e064f0e88c0c3dac3360072,pet,4.8,116,2024-06-07 10:10:17.821
vet_bcf7d397c0a0455a97993ed873cb7da7,"bird, exotic, pet, cattle, reptile",2.4,29,2024-05-10 19:21:16.860
vet_bd3b23133c5e4f3698f984efb25dcc57,"pet, bird, aquatic, reptile, exotic, cattle",1.9,94,2024-05-16 12:43:10.637
vet_bd5f4c6c34504b26ab2f5bb03c9c3a19,cattle,4.6,10,2024-06-12 21:40:17.809
vet_bddfa7b29d1f40f38551ddf1ffbef15e,"aquatic, pet, cattle, reptile",3.7,143,2024-06-03 08:58:13.40
vet_be17fd377df348d2b40b6ec75a65d20c,reptile,3.5,84,2024-05-09 20:04:20.762
vet_be4d3fe5b78640599d0d8372057a88ef,exotic,4.7,121,2024-05-17 06:48:31.852
vet_be579f30d9954bf4b1eaea385ffd1b31,"exotic, aquatic, bird, cattle",3.8,182,2024-05-26 19:52:07.293
vet_bf14d04230074cabadfbaf904fc99bde,"bird, cattle, reptile, exotic, pet",1.2,153,2024-05-08 08:07:26.56
vet_bffb52803f1847da9c1ec5d463bfb5c9,bird,2.1,177,2024-06-18 05:41:21.388
vet_c003fbf5725543edbec008cbc05751e4,"aquatic, cattle, exotic",4.8,7,2024-06-07 10:44:04.59
vet_c0898237f5df4e019c374d6ae59a026c,reptile,1.6,76,2024-05-26 01:54:47.217
vet_c08d4bd0b83349de957bdbf9dbc61935,"exotic, cattle",1.1,93,2024-05-13 15:41:51.719
vet_c13942040f6243dfb7c8b43bb267db28,"cattle, exotic",5.0,17,2024-06-06 12:35:53.626
vet_c1df296af3784dcd970278feb45db296,"reptile, pet, bird",3.0,105,2024-06-08 04:23:37.436
vet_c23a3d99f944420bb30f11dda03d56ea,"bird, pet, cattle, exotic, aquatic, reptile",2.3,163,2024-05-18 23:41:18.905
vet_c251a6a56e584e3d9096f99a48787ca1,"reptile, pet, aquatic, cattle, bird, exotic",2.6,2,2024-06-10 06:08:23.105
vet_c2e5ec588424473ba5b447812b2320da,exotic,3.8,70,2024-06-05 20:58:12.459
vet_c3a59e20e6cf4619af0fe3249a498ec6,reptile,3.1,127,2024-06-12 21:35:01.522
vet_c3f4c5d928af42bfbbbe701450731b18,"pet, bird",4.9,107,2024-06-20 16:37:22.249
vet_c45c3968ac3a4ba6aa7636bbf479a5ea,"reptile, pet, bird, exotic, cattle, aquatic",1.7,133,2024-05-09 09:51:47.335
vet_c47e2f9f8cee410f94ac18b89a77542a,"exotic, bird, pet, reptile, cattle, aquatic",1.3,191,2024-06-17 06:11:48.707
vet_c4c921691a2a4a8186fa5e998ca52039,"bird, reptile, aquatic",1.7,104,2024-05-17 05:41:16.723
vet_c559337477eb40fc9bc93a55ccd20541,exotic,1.6,11,2024-05-06 22:34:14.647
vet_c5a4d75051934a78a42da76fd9ceb7bc,"aquatic, bird, pet",2.4,60,2024-05-23 06:51:36.552
vet_c5b95c26a2f946e3967188e0fefd5307,reptile,2.2,108,2024-05-15 00:32:10.575
vet_c631bae7bfec4a0b94ffe1d97fe238d7,"aquatic, cattle, reptile, pet, bird",3.0,18,2024-05-26 14:04:18.874
vet_c64d9882f8ad45128cef8dfe74a84d75,"bird, pet, exotic, cattle, reptile, aquatic",2.0,88,2024-05-06 00:03:37.939
vet_c65bcb8811a147e0b5ca6dafa627ca7e,"exotic, aquatic",4.3,154,2024-05-29 22:48:14.472
vet_c65d659acb7e4c9ab3b358f764f47d76,"aquatic, reptile, exotic, pet, bird",4.1,101,2024-05-21 00:30:14.586
vet_c6e0d0fb3514498fa71572507b14b992,"reptile, pet",2.2,93,2024-06-19 11:03:45.743
vet_c6e701d6955f4d14b6d7baee68a8eecf,"reptile, pet, bird, exotic",1.8,148,2024-06-16 22:12:37.966
vet_c7301cea222e4f2ea0480f084f2b871e,"reptile, exotic, cattle, pet, bird",2.0,17,2024-05-07 19:10:24.195
vet_c738e96f4af2420daddfa77589bb4e47,"reptile, bird",2.0,68,2024-05-13 00:54:27.592
vet_c7f0ccc2425948f99518f63fa007d204,"pet, reptile, exotic, cattle, aquatic",4.3,29,2024-05-02 06:43:28.351
vet_c812097bd95847a2959fa43790fb9062,"reptile, pet, bird, exotic, cattle",3.7,14,2024-05-24 10:58:53.915
vet_c857b3832cf940028ac6a54cf35117bd,"bird, pet, cattle",1.4,139,2024-06-16 05:58:18.385
vet_c85f23f95a244b25bf464bbfa721aeee,"exotic, cattle, aquatic, bird",4.2,92,2024-06-07 20:11:45.357
vet_c92b0968a0234bdca245f2f01cc5c2c7,exotic,1.3,75,2024-06-09 10:27:27.474
vet_c936d0618745403f8ca8ed086e881d6b,reptile,2.1,130,2024-05-18 03:54:58.886
vet_c9768c7c65574efead7ef9d60733c854,"reptile, pet, cattle, bird, exotic, aquatic",3.0,102,2024-06-09 12:17:13.701
vet_c9edd888b8ce4439b96fd59b010d1d29,"pet, reptile, exotic, aquatic, bird",3.0,184,2024-05-02 13:45:50.904
vet_c9f47f8d550c456f80c5360812e9cbee,"cattle, exotic, aquatic, pet",2.6,161,2024-05-22 18:16:44.813
vet_ca0ce9ab82204e7ba96379786759773e,"reptile, pet, cattle",4.1,176,2024-06-13 19:01:47.593
vet_cbe562b00ecf4c62980d1bcb952614d4,"bird, pet, cattle, reptile, exotic, aquatic",2.5,176,2024-05-09 18:26:04.709
vet_cc5b04edc0b542cfbb99275dc18e0961,"exotic, reptile, aquatic",1.8,162,2024-06-13 11:21:13.422
vet_cca407c822ed4f7c81e5c0f62744ddb9,exotic,4.0,125,2024-05-03 10:54:19.536
vet_ccc2602a8b1e4a909e61b1276e09cced,"reptile, pet, bird",2.1,138,2024-06-01 14:03:14.326
vet_cd006acad04441da82034c9aaaa34808,"reptile, pet, aquatic, bird",2.2,60,2024-05-18 15:29:29.407
vet_cd5006b16dee4689a92147b32890572d,"pet, exotic, aquatic, reptile, cattle",2.9,43,2024-05-29 19:02:45.345
vet_cd738cb0c8174e33b3361e1c8a8401e4,"exotic, reptile, pet, aquatic, cattle, bird",4.8,37,2024-05-10 02:13:50.567
vet_cde85ce9c9c34cd5aae0fb2f6c229e27,"bird, cattle, exotic, pet, aquatic",1.1,152,2024-06-17 13:20:14.232
vet_ce2657d8e9dd42e1874e99d02dd82334,"exotic, reptile, pet, cattle",2.6,165,2024-05-25 00:22:24.351
vet_ce5d03e1476e4c0eab3172fc4b319030,"reptile, pet, bird, exotic, cattle, aquatic",2.6,18,2024-05-05 22:14:56.302
vet_cebba6399f674cd7ad9eb5893b373a98,"reptile, exotic, aquatic, pet, cattle, bird",4.1,118,2024-05-25 23:50:13.100
vet_ced6b110c835436ebd2a1351c8eb8366,"cattle, exotic, reptile, aquatic, bird",4.1,78,2024-05-18 04:18:39.427
vet_cefc479d9f3445b38d0c8fd331c04290,"reptile, exotic, cattle, pet, bird",2.3,58,2024-05-07 03:25:36.578
vet_cf386e4aa3044f64848e0b700155878c,"exotic, cattle",1.7,166,2024-05-22 23:35:35.813
vet_cf4cc4334d7e40e092ff75791c777a29,"reptile, exotic, pet, bird, cattle",4.8,132,2024-05-04 21:36:41.06
vet_cf9a7bcd77534bff99eed81c8116fb66,"aquatic, cattle",1.3,177,2024-05-22 14:46:11.939
vet_cfa6087d9530476da2b5ef2ec2a01fdc,"exotic, aquatic",4.9,148,2024-05-23 12:39:31.240
vet_cfb6b75decb44e149b3bb8a2f3c5bd4a,exotic,1.2,70,2024-05-07 02:10:21.68
vet_cfc98cf8ccce4968ab51dcfd6d76e3cb,reptile,3.0,32,2024-05-23 09:27:50.806
vet_cfd2b4fffd8549c3b5f95c306b571a17,"aquatic, cattle",1.9,145,2024-06-13 04:43:38.702
vet_cffe14d3754b4ae79e94b8d44f9e4f66,"bird, aquatic, exotic, cattle",3.8,119,2024-05-22 20:06:44.495
vet_d0588a6b22f9454284204550a6ae95c0,"cattle, aquatic",3.3,55,2024-05-02 18:21:31.95
vet_d0d7b659aafd418bb40c78458d19dfb3,"aquatic, exotic, bird, cattle, reptile",4.2,186,2024-06-05 08:33:55.32
vet_d0e806de4e4d4258b49d22f3922d91d3,"reptile, pet, bird, exotic",3.6,191,2024-05-04 16:36:44.634
vet_d1e4714be5c84009b72a5184d8c0370a,exotic,4.0,64,2024-06-10 16:23:35.955
vet_d1f3cdae12f244f9ad7ead39e092cedc,"exotic, reptile, aquatic, bird, pet, cattle",1.5,144,2024-05-09 04:47:17.478
vet_d1fb9e38fa1640469068e50f4d38bda6,bird,1.3,0,2024-05-11 06:01:31.790
vet_d2261924fbc0434b832f763100a32a6a,"exotic, aquatic, bird",4.9,173,2024-05-23 15:36:45.696
vet_d24e2fec615844c0a7c2d4ff0a6c803e,"bird, pet, exotic, reptile",4.5,113,2024-05-21 13:27:14.401
vet_d2c6218181634492983182ae85515ea7,"cattle, exotic, aquatic",3.2,126,2024-05-21 14:38:43.484
vet_d3032fb6dd7c4c6ba7552c1649ab9afc,"reptile, aquatic, pet, bird, cattle",4.9,64,2024-05-27 06:17:30.145
vet_d31d1cb67fa640649061cb0007924d1f,"cattle, bird, aquatic",1.4,131,2024-06-09 15:24:48.296
vet_d38edb8e47c34564be9652c0ae92d43e,"bird, cattle, reptile, aquatic",4.0,80,2024-05-18 14:59:41.386
vet_d3a667daa5c24e9090c4c26c8c6c3d9f,cattle,2.8,45,2024-05-10 19:42:56.154
vet_d40cfa1de5c4456c8733a17220e0e02f,"reptile, exotic, cattle, pet",4.5,115,2024-06-13 05:05:18.299
vet_d414769011cf4f98a52bb51fbe1a06db,reptile,3.3,58,2024-05-22 03:55:30.329
vet_d49a678c7a54458588f5221c0a64c7e6,reptile,3.7,36,2024-06-15 04:20:57.174
vet_d4c26424cea247df8e3b7e6b19a69666,"bird, pet, aquatic",1.3,179,2024-06-01 11:25:12.771
vet_d4c2d304c4f14db189836c523d49c12a,"reptile, pet, bird",1.2,56,2024-05-30 20:21:04.439
vet_d5a0ba01cf8a45b08736dbacf00325a2,"exotic, aquatic",4.4,150,2024-06-09 11:45:11.35
vet_d5ac4124dec84ebdba493a38cd130802,"aquatic, reptile, pet",2.0,77,2024-06-11 15:46:40.53
vet_d5bd4de4fbcb45bd9b378f75e244ef4f,"aquatic, exotic, bird, pet, reptile",4.8,164,2024-05-12 06:53:19.684
vet_d648d9fdc4d9412386287b1c5a1eaa06,exotic,2.5,165,2024-05-23 17:46:49.280
vet_d65d72fdb3154328a1a80b3fcc98cd8f,bird,4.5,167,2024-05-12 13:10:51.232
vet_d6c7cb68fc244c05adc2bbaad07bb71b,"bird, pet",2.9,196,2024-05-04 03:23:55.37
vet_d7b3832534c24e168e6a5ef2563f09ec,"aquatic, exotic, reptile",1.8,96,2024-06-12 07:48:26.56
vet_d7d4d591a63242308bd83ab9f00cf1de,"exotic, reptile",4.8,20,2024-05-27 04:38:50.97
vet_d7d6a7ffc50f444eb447cc51c8589d62,"cattle, exotic, bird, aquatic, pet",2.3,70,2024-05-01 02:59:35.769
vet_d85f3c6ced2441349b11b79f52489ac5,"reptile, pet, aquatic, bird",3.2,64,2024-06-01 15:33:08.853
vet_d9615a27270440a8875e70dafef5e450,reptile,1.6,7,2024-05-18 02:16:16.685
vet_d9dc2c61183c439aa0b601ae54a6ab53,"reptile, pet",1.0,150,2024-05-19 17:42:26.925
vet_d9ef93609ee24769b852edbc998fd5e3,"exotic, pet",2.3,181,2024-05-24 06:35:08.859
vet_da058d622f8b4ef68d4c9803474209cd,cattle,2.5,30,2024-06-05 09:11:22.247
vet_da0e3926ffbb49df867a48bce0b494cd,reptile,2.9,96,2024-06-10 21:52:15.932
vet_da7a0fb7541441288f30d034e4ccaa60,"reptile, pet",1.4,190,2024-06-08 09:17:40.729
vet_da8c120cb1bc4fedbe41be9ca0939668,"exotic, cattle",2.8,61,2024-05-18 12:29:00.896
vet_da9f95e231294c16bf75e45e9a6aa619,"aquatic, bird, exotic, pet, reptile, cattle",3.7,54,2024-06-15 19:31:35.276
vet_db159e06bd8d428c9472961ee636ecb1,cattle,4.8,51,2024-06-10 22:42:25.87
vet_db64c3d556614574b15bd811dc0d5715,"reptile, exotic, pet",1.6,63,2024-06-16 10:35:39.482
vet_db66c231486640aa8fe4e22cd7d54153,"cattle, exotic, bird, aquatic",4.7,8,2024-05-16 05:02:14.156
vet_db71ecbba2d4491f89be77ac43ca9432,"reptile, pet",2.9,86,2024-05-17 09:04:54.827
vet_db9c2a3131c94b8799cbadf3fec1d66b,"reptile, exotic, aquatic, bird",3.0,61,2024-05-19 01:22:02.261
vet_dc932b7441cb404a9375273f89bebc43,pet,3.0,134,2024-05-12 05:18:00.980
vet_dd06165bb59d44fca7968582738b1d07,"aquatic, cattle, exotic",3.4,146,2024-05-23 10:45:27.27
vet_dd4fd826b7614ddf8a0ff284c9ffa740,"bird, exotic, cattle, pet, aquatic, reptile",1.3,51,2024-06-14 01:20:45.792
vet_dd720816e13642b994d4d74a1c0220d7,"aquatic, reptile, pet, bird, exotic",1.1,66,2024-05-16 13:07:56.872
vet_dd964140264d421a80f1c07737011d4a,"cattle, aquatic, exotic, bird",1.3,131,2024-06-20 19:00:57.218
vet_ddae81a4c3f9436d9717537ff96404f0,"bird, pet, aquatic",3.3,9,2024-06-06 23:37:26.849
vet_ddc2d155bf1a4e2495517552c58ed43a,"reptile, exotic",2.6,37,2024-05-04 07:28:26.594
vet_ddf01e52e9a247ddba7a455518701d0c,"pet, cattle, exotic, reptile",5.0,73,2024-05-12 20:35:18.815
vet_ddfea15bdfc94b59960cc8375f2fc0b9,"exotic, bird, pet, aquatic",2.2,191,2024-05-04 16:22:50.772
vet_de32ecb7a2d54e08a20a7c3c4d1933f8,"pet, cattle",4.8,180,2024-05-01 21:53:20.484
vet_de5981c49b99478fb3fa04016e316ac1,"exotic, aquatic, bird, cattle, pet",4.5,170,2024-06-16 05:23:50.969
vet_de61af9c8bf4494f951af0c3f5253a26,bird,4.1,185,2024-05-11 16:12:20.548
vet_de8cbed4901545c6ae69c91998787e42,"pet, exotic, cattle, aquatic",1.6,121,2024-05-31 14:43:56.277
vet_decc7ac375fd48f5aa5b22e18f0c6311,"aquatic, bird, pet",1.5,20,2024-05-27 16:21:58.812
vet_df3f28e0d5b74c4a9be1232e55c7e613,bird,4.0,151,2024-05-29 05:16:09.199
vet_dffcbde6e7614b72bcb0a4ccb44b89c6,"reptile, pet, bird, exotic, cattle",3.2,26,2024-05-12 14:18:56.268
vet_e015699c4e994affb98fb30c957b14af,cattle,3.3,108,2024-06-01 04:26:52.153
vet_e0190f00b32945e3a654af1d8f262e5f,"cattle, exotic, bird, aquatic, pet, reptile",3.7,44,2024-06-11 16:34:11.923
vet_e055aecc2d6b4ab7bfa4c14baf46db4b,"cattle, bird, pet, exotic, reptile, aquatic",2.1,103,2024-06-08 01:19:21.240
vet_e057aa5d7070479b8895602a070c9bc6,"reptile, exotic",2.9,196,2024-05-20 23:45:26.422
vet_e07576f416c5403ca444d3bd3d92e7cf,"aquatic, exotic, pet, cattle, bird, reptile",4.9,163,2024-05-02 05:48:35.360
vet_e10c7799abbc49cfbdddad0fad094bad,"cattle, exotic",1.5,25,2024-05-26 09:58:36.819
vet_e16ddf88e4484592a575df8d29aaef22,"exotic, bird, aquatic, cattle",4.8,18,2024-06-18 07:28:22.721
vet_e190384591ed4ad1828102ea9fe13ee1,aquatic,1.4,108,2024-06-03 05:45:40.162
vet_e19ff00eb67a47ba8990c730e806cf20,"pet, reptile, cattle, exotic, aquatic",2.0,187,2024-05-31 18:35:43.168
vet_e1a819af380f4c888e328b6c4f81d031,"bird, pet, exotic",4.3,67,2024-05-13 17:48:16.168
vet_e1d7370f43d448e593f8d67582f3d4be,"exotic, aquatic",4.8,21,2024-05-30 20:34:28.784
vet_e1fc6c58bd0c41fea644a4d36c57456b,"exotic, reptile",2.6,166,2024-05-31 23:44:59.80
vet_e20b6ac591d14c67bdc20f7be3f34b23,"pet, cattle, reptile, aquatic, exotic, bird",4.7,42,2024-05-10 05:01:54.176
vet_e2b8fd2383cf46efb51de6f84b6fbdc2,"bird, reptile",4.0,20,2024-05-11 05:57:33.970
vet_e2fdfe0675424fc08f03a6c7d494fab0,"pet, exotic, cattle",1.8,182,2024-06-02 04:00:11.100
vet_e391dd2401a0497abd6fefb42c706414,"reptile, pet",3.0,51,2024-06-18 19:26:19.235
vet_e3c16aa13b2049ce93e31bc4915fe49b,"pet, aquatic, bird, reptile",2.0,108,2024-05-24 06:29:44.518
vet_e3f4711da5e44b068d7f9f574e3c95a7,"reptile, pet, bird, exotic",1.8,91,2024-05-24 02:16:59.890
vet_e4159b70655f47278cb7dc9e0aea6033,"cattle, bird, exotic",1.3,70,2024-05-01 05:22:41.591
vet_e474f10ff1b64b0ab3359a8e0ff5a46e,"exotic, bird, aquatic, pet, reptile, cattle",4.8,20,2024-06-04 17:06:19.29
vet_e47d977cf49c4cbf8f50ee79e89f657c,"bird, exotic",1.2,88,2024-05-15 23:51:57.428
vet_e496938ca0dc4bff9ad1aae176b830a6,"reptile, bird, aquatic, cattle, exotic",2.8,109,2024-06-13 08:59:38.436
vet_e4b95f8d5a19436ea5420ccd7dcaed2a,"exotic, pet, aquatic, cattle, reptile",4.3,118,2024-05-20 09:35:00.755
vet_e4e649e24f4845578dc196995f5c65b5,"bird, exotic, aquatic, pet, reptile, cattle",2.7,18,2024-05-21 15:01:01.507
vet_e508cefd6ac74745bdafc11a10806b5e,"exotic, aquatic, bird, pet, cattle",2.2,74,2024-06-12 00:30:40.546
vet_e5be3a0d160c42d89a690d3214d8b802,"exotic, pet, reptile",1.3,192,2024-06-12 12:55:27.592
vet_e6baf1f2375f4e03b331db78553b4c51,"reptile, pet, bird, exotic, cattle, aquatic",2.8,8,2024-05-20 23:27:51.434
vet_e6d1f65994714aa7b71a55eb94aa74b2,"bird, pet, aquatic, exotic",3.0,19,2024-06-09 04:42:18.71
vet_e6f4695f5ad7434587e173fa8cf9f92d,"aquatic, cattle, exotic, bird",1.1,172,2024-06-20 14:15:12.814
vet_e7248a881c23408b98970fe9ff5e3a7d,"exotic, bird, pet, reptile, aquatic, cattle",2.8,114,2024-06-03 21:09:19.501
vet_e7549e1a23f948788f414856306cc0c4,"exotic, bird, reptile, aquatic",1.0,73,2024-06-02 16:06:13.85
vet_e76480820d384239bd80e91800fa46d4,"reptile, aquatic, cattle",4.7,105,2024-05-12 10:05:56.844
vet_e778550b910e490fb217a9b263194f93,"reptile, bird, cattle, aquatic",3.5,31,2024-06-05 06:48:21.566
vet_e79180be1c44450aa2219b1f59bc20f4,"reptile, pet",2.7,17,2024-06-06 15:07:36.50
vet_e79bf1fbc91a406e8e05933f576b9037,"exotic, bird",4.0,160,2024-05-29 00:13:16.965
vet_e7c0882a378e4f1db0def662237e9bbb,"aquatic, exotic",4.9,189,2024-06-17 18:20:54.165
vet_e84607315a5c461493c17d743f6138e5,"reptile, pet, bird, cattle, exotic",3.8,103,2024-05-26 05:48:18.360
vet_e88383979ddc4d47b69542e29ea5572e,cattle,4.9,133,2024-05-26 12:06:07.247
vet_e8c02d1a5f67439d84346dbdac161e22,"reptile, pet, exotic",2.8,43,2024-05-19 10:04:03.861
vet_e8d40ab312fc409e9f5e28eaa513a180,"pet, exotic",3.5,103,2024-06-02 21:07:44.620
vet_e918e0c5610c4360b1033860e64771b8,aquatic,3.3,104,2024-05-08 18:03:16.247
vet_e91bfee3ad5547a9baf541eb7aa76839,"bird, exotic, pet",3.4,91,2024-06-13 21:21:45.861
vet_e96daaef9924411fa588955589df75f6,exotic,2.0,92,2024-05-07 17:08:43.680
vet_e99d30d8247748eab4c4c3a055d9954e,"aquatic, exotic, reptile, pet, cattle, bird",4.2,108,2024-06-02 23:42:05.03
vet_e9c3f07201fc4b5abbee0d4d3716849e,"aquatic, cattle, exotic, bird, pet",4.3,95,2024-06-14 22:48:30.767
vet_e9f9b721261c4f46adafd87e3a5cbf25,"pet, reptile",4.7,60,2024-05-15 16:44:10.439
vet_ea7d547741914a238013cefb960166af,"reptile, bird, cattle, pet, exotic",3.8,174,2024-06-12 20:34:08.777
vet_eac4dac6893a44e2a238520f97c1a71b,"reptile, bird, aquatic, exotic, cattle, pet",3.9,199,2024-06-01 03:08:04.902
vet_eaf94bfb0e5d4d8fa450f4dddc502250,"cattle, aquatic, exotic",1.0,121,2024-06-20 01:39:03.852
vet_eb245cb6ca444079b6df57f7f35c27e8,"aquatic, exotic, bird",1.4,50,2024-05-13 22:21:34.60
vet_eb25db5b268f4f5d8bcad885e7b983b5,"reptile, pet, exotic, bird",2.4,33,2024-05-23 05:16:01.262
vet_eb32a8b32ca446138c6170f3b0207e3f,reptile,3.4,12,2024-05-20 13:03:06.274
vet_eb5c6d9a6fd14a9cafee6db0f38db5a2,"pet, exotic, cattle",3.8,66,2024-05-14 07:40:10.853
vet_ebd3b52416504b2fb067eb97b898b536,"exotic, aquatic, bird, pet",4.5,48,2024-06-10 20:34:42.333
vet_ec3c44aa137d468688dd74b3e35c14fe,"reptile, pet, bird",1.5,156,2024-05-01 09:10:03.228
vet_eca15f21495944d5a96534aeacf2ce44,"pet, reptile, exotic",2.2,139,2024-06-07 01:38:56.131
vet_ecfed13e74f54e63ab4babc25babfbd0,reptile,1.8,164,2024-05-10 16:26:36.848
vet_ed086700d0b74568ac043ad59dd5146f,"cattle, exotic, bird, pet, aquatic",4.6,143,2024-06-02 13:47:41.687
vet_ed716eeeff8b418fb80d0e5cfd89bad7,"pet, reptile, aquatic",2.6,149,2024-05-26 19:09:39.929
